EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
RM1393,35,26-35,No,Travel_Rarely,Sales,7,Life Sciences,3,Female,3,2,Sales Executive,4,Married,13586,Upto 15000,1,Yes,3,4,10,2,3,10,8
RM1423,35,26-35,No,Travel_Rarely,Research & Development,11,Medical,4,Male,3,1,Laboratory Technician,3,Married,20232,MoreThan 15000,7,Yes,3,3,5,3,3,2,2
RM1425,35,26-35,No,Travel_Rarely,Research & Development,9,Medical,2,Male,3,2,Research Scientist,3,Single,18698,MoreThan 15000,1,No,3,2,10,5,3,10,7
RM1451,35,26-35,No,Travel_Rarely,Human Resources,26,Life Sciences,3,Female,3,3,Human Resources,4,Single,16642,MoreThan 15000,1,Yes,3,3,9,2,3,9,0
RM1457,35,26-35,No,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,3,2,Healthcare Representative,3,Married,24594,MoreThan 15000,1,Yes,3,4,10,2,4,10,2
RM1459,35,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,1,1,Research Scientist,4,Married,8952,Upto 10000,1,No,3,4,4,5,3,4,3
RM010,36,36-45,No,Travel_Rarely,Research & Development,27,Medical,3,Male,3,2,Healthcare Representative,3,Married,16577,MoreThan 15000,6,No,3,2,17,3,2,7,7
RM022,36,36-45,Yes,Travel_Rarely,Sales,9,Life Sciences,3,Male,2,1,Sales Representative,1,Single,6986,Upto 10000,7,No,4,2,10,4,3,5,3
RM039,36,36-45,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Female,2,1,Research Scientist,1,Married,13072,Upto 15000,9,Yes,3,4,6,3,4,1,1
RM065,36,36-45,No,Travel_Rarely,Research & Development,8,Technical Degree,3,Female,3,3,Healthcare Representative,3,Divorced,8202,Upto 10000,1,No,3,2,17,2,3,17,14
RM067,36,36-45,No,Travel_Frequently,Research & Development,11,Life Sciences,2,Male,2,2,Manufacturing Director,2,Single,22656,MoreThan 15000,1,No,3,3,6,3,3,6,5
RM070,36,36-45,Yes,Travel_Rarely,Research & Development,9,Medical,4,Male,2,1,Research Scientist,3,Married,21777,MoreThan 15000,0,Yes,3,1,2,0,2,1,0
RM075,36,36-45,No,Travel_Rarely,Research & Development,6,Life Sciences,2,Female,4,1,Laboratory Technician,4,Married,22002,MoreThan 15000,3,No,3,2,5,3,3,1,0
RM118,36,36-45,No,Travel_Frequently,Sales,11,Technical Degree,2,Female,3,3,Sales Executive,4,Married,22952,MoreThan 15000,0,No,3,3,10,6,3,9,7
RM119,36,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,1,Laboratory Technician,4,Divorced,2561,Upto 5000,5,No,4,1,7,2,3,1,0
RM136,36,36-45,No,Travel_Rarely,Research & Development,6,Medical,2,Male,3,2,Manufacturing Director,2,Divorced,2819,Upto 5000,6,No,4,4,7,0,3,3,2
RM173,36,36-45,No,Travel_Frequently,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,15062,MoreThan 15000,4,No,3,3,13,3,2,8,7
RM208,36,36-45,No,Travel_Frequently,Research & Development,18,Medical,2,Female,3,1,Laboratory Technician,4,Single,7703,Upto 10000,1,No,3,1,8,2,3,8,1
RM221,36,36-45,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,9945,Upto 10000,8,No,3,4,16,3,4,13,11
RM270,36,36-45,No,Travel_Rarely,Research & Development,6,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,20251,MoreThan 15000,0,No,3,3,16,4,3,15,13
RM292,36,36-45,No,Travel_Rarely,Research & Development,3,Technical Degree,3,Male,3,2,Research Scientist,2,Single,26285,MoreThan 15000,4,No,3,4,10,2,3,8,0
RM299,36,36-45,No,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,4,1,Laboratory Technician,4,Married,7122,Upto 10000,4,No,3,4,4,2,3,1,0
RM306,36,36-45,No,Non-Travel,Research & Development,24,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,6927,Upto 10000,7,No,3,3,11,3,3,9,8
RM359,36,36-45,No,Non-Travel,Sales,1,Medical,4,Female,3,2,Sales Executive,4,Single,15276,MoreThan 15000,4,No,3,2,7,6,3,1,0
RM360,36,36-45,No,Travel_Frequently,Sales,3,Medical,1,Male,2,3,Sales Executive,4,Married,7246,Upto 10000,4,No,3,1,16,2,3,13,9
RM378,36,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,1,Research Scientist,3,Married,11868,Upto 15000,4,No,3,2,6,3,3,2,2
RM385,36,36-45,No,Travel_Rarely,Sales,2,Medical,2,Male,2,3,Sales Executive,3,Married,3809,Upto 5000,1,No,3,2,10,2,3,10,9
RM443,36,36-45,No,Non-Travel,Sales,10,Medical,2,Male,3,3,Sales Executive,4,Single,15318,MoreThan 15000,1,No,3,4,10,3,2,10,3
RM512,36,36-45,No,Travel_Rarely,Research & Development,9,Medical,2,Male,2,2,Manufacturing Director,2,Divorced,13934,Upto 15000,2,Yes,3,3,13,2,3,3,2
RM542,36,36-45,No,Non-Travel,Research & Development,8,Life Sciences,1,Female,4,3,Research Director,1,Married,20335,MoreThan 15000,9,No,3,1,10,2,3,8,7
RM570,36,36-45,No,Non-Travel,Sales,8,Life Sciences,1,Male,2,3,Sales Executive,1,Single,14229,Upto 15000,1,No,3,2,10,1,3,10,7
RM594,36,36-45,No,Travel_Rarely,Research & Development,1,Other,3,Female,3,2,Manufacturing Director,2,Married,23361,MoreThan 15000,0,No,3,1,10,2,3,9,7
RM600,36,36-45,No,Travel_Rarely,Human Resources,13,Human Resources,3,Male,3,1,Human Resources,2,Married,25527,MoreThan 15000,4,No,3,2,8,2,3,5,2
RM622,36,36-45,No,Travel_Rarely,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,4,Married,2823,Upto 5000,1,Yes,3,4,18,1,2,18,14
RM634,36,36-45,No,Travel_Rarely,Human Resources,8,Life Sciences,1,Male,2,1,Human Resources,1,Married,8635,Upto 10000,0,No,4,3,6,3,3,5,4
RM665,36,36-45,No,Travel_Rarely,Research & Development,14,Life Sciences,3,Male,3,2,Healthcare Representative,4,Married,4821,Upto 5000,0,Yes,3,1,17,2,2,16,8
RM681,36,36-45,No,Travel_Rarely,Research & Development,7,Other,2,Male,3,1,Research Scientist,4,Single,23293,MoreThan 15000,2,No,3,3,8,6,3,6,2
RM688,36,36-45,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,1,Laboratory Technician,3,Single,12287,Upto 15000,4,No,4,3,16,6,3,11,8
RM694,36,36-45,Yes,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,3,Sales Executive,4,Married,5518,Upto 10000,1,Yes,3,1,16,6,3,16,7
RM709,36,36-45,No,Non-Travel,Sales,8,Technical Degree,1,Male,3,2,Sales Executive,4,Divorced,25952,MoreThan 15000,4,No,3,4,12,3,3,7,7
RM753,36,36-45,Yes,Travel_Rarely,Research & Development,16,Life Sciences,3,Female,4,1,Laboratory Technician,1,Single,8269,Upto 10000,1,No,3,3,18,1,3,17,13
RM762,36,36-45,Yes,Travel_Rarely,Research & Development,15,Other,1,Male,3,2,Laboratory Technician,3,Divorced,7858,Upto 10000,7,No,3,2,9,3,2,1,0
RM774,36,36-45,No,Travel_Rarely,Research & Development,12,Medical,4,Female,2,3,Manufacturing Director,4,Single,15669,MoreThan 15000,0,No,3,2,15,2,2,14,8
RM818,36,36-45,No,Non-Travel,Research & Development,18,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,23238,MoreThan 15000,2,No,4,1,18,0,3,11,9
RM874,36,36-45,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,6865,Upto 10000,1,No,3,3,7,4,3,7,7
RM883,36,36-45,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,4235,Upto 5000,2,Yes,4,3,17,2,3,7,7
RM901,36,36-45,No,Travel_Frequently,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,9256,Upto 10000,1,No,3,3,12,2,2,11,10
RM928,36,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,2323,Upto 5000,9,Yes,3,4,18,2,3,16,14
RM943,36,36-45,No,Travel_Rarely,Research & Development,10,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,5747,Upto 10000,3,No,3,1,10,0,3,7,7
RM969,36,36-45,No,Travel_Frequently,Sales,7,Marketing,1,Female,4,2,Sales Executive,1,Married,2261,Upto 5000,2,No,3,4,17,2,2,15,7
RM1012,36,36-45,No,Travel_Rarely,Sales,3,Marketing,1,Female,3,2,Sales Executive,2,Single,20763,MoreThan 15000,3,Yes,3,4,15,3,3,5,4
RM1019,36,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,22604,MoreThan 15000,1,No,3,3,10,2,2,10,4
RM1020,36,36-45,No,Travel_Rarely,Sales,16,Marketing,3,Female,2,2,Sales Executive,1,Married,13494,Upto 15000,4,No,3,1,11,3,2,3,2
RM1103,36,36-45,No,Travel_Rarely,Sales,2,Life Sciences,3,Male,3,1,Sales Representative,4,Single,17001,MoreThan 15000,3,Yes,4,4,7,3,2,3,2
RM1122,36,36-45,No,Travel_Rarely,Sales,1,Life Sciences,2,Female,3,2,Sales Executive,3,Single,21447,MoreThan 15000,6,No,3,1,15,5,3,1,0
RM1129,36,36-45,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,4,2,Laboratory Technician,1,Married,19711,MoreThan 15000,3,Yes,3,4,9,3,3,3,2
RM1146,36,36-45,No,Travel_Rarely,Research & Development,12,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,12421,Upto 15000,9,Yes,3,2,7,2,3,3,2
RM1174,36,36-45,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Female,3,3,Healthcare Representative,1,Married,22792,MoreThan 15000,4,No,3,3,9,6,3,3,2
RM1181,36,36-45,No,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,3,1,Laboratory Technician,2,Single,10950,Upto 15000,2,No,3,3,15,4,3,4,3
RM1183,36,36-45,No,Non-Travel,Research & Development,1,Medical,4,Female,2,2,Manufacturing Director,3,Married,15411,MoreThan 15000,0,No,3,3,4,6,3,3,2
RM1184,36,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,4,2,Healthcare Representative,1,Divorced,26308,MoreThan 15000,6,No,4,1,13,3,3,5,4
RM1200,36,36-45,No,Travel_Rarely,Research & Development,26,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,7419,Upto 10000,6,No,3,2,10,2,2,3,2
RM1221,36,36-45,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,2,Sales Representative,4,Single,7439,Upto 10000,3,No,3,3,17,2,2,13,7
RM1237,36,36-45,Yes,Travel_Rarely,Sales,13,Marketing,2,Male,2,2,Sales Executive,1,Divorced,8658,Upto 10000,5,Yes,3,2,16,3,3,2,2
RM1279,36,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,3,3,Healthcare Representative,1,Married,25949,MoreThan 15000,7,Yes,3,4,15,1,3,12,8
RM1316,36,36-45,No,Travel_Rarely,Research & Development,2,Other,4,Female,3,2,Research Scientist,2,Married,19573,MoreThan 15000,4,Yes,4,4,15,2,3,1,0
RM1341,36,36-45,No,Travel_Rarely,Sales,10,Technical Degree,2,Female,2,2,Sales Executive,3,Married,6060,Upto 10000,1,Yes,3,1,10,4,3,10,9
RM1348,36,36-45,No,Travel_Frequently,Human Resources,2,Human Resources,2,Male,2,2,Human Resources,4,Single,4223,Upto 5000,1,No,4,4,10,2,2,10,1
RM1356,36,36-45,No,Travel_Rarely,Sales,17,Marketing,3,Male,2,2,Sales Executive,2,Married,16822,MoreThan 15000,2,No,3,3,12,1,1,4,2
RM1384,36,36-45,No,Non-Travel,Research & Development,9,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,9238,Upto 10000,1,No,4,2,5,3,3,5,4
RM1440,36,36-45,No,Travel_Rarely,Sales,3,Medical,1,Female,2,3,Sales Executive,4,Married,12695,Upto 15000,0,No,3,3,10,2,3,9,7
RM1441,36,36-45,No,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,2,Manufacturing Director,2,Divorced,9192,Upto 10000,7,No,3,2,18,3,3,4,2
RM1448,36,36-45,No,Non-Travel,Sales,15,Marketing,4,Male,1,2,Sales Executive,4,Divorced,10436,Upto 15000,1,No,4,1,15,4,2,15,12
RM1454,36,36-45,No,Travel_Rarely,Sales,11,Marketing,2,Female,2,2,Sales Executive,4,Married,14369,Upto 15000,4,No,3,1,8,2,2,6,3
RM1466,36,36-45,No,Travel_Frequently,Research & Development,23,Medical,3,Male,4,2,Laboratory Technician,4,Married,12290,Upto 15000,4,No,3,3,17,3,3,5,2
RM003,37,36-45,Yes,Travel_Rarely,Research & Development,2,Other,4,Male,2,1,Laboratory Technician,3,Single,2396,Upto 5000,6,Yes,3,2,7,3,3,0,0
RM048,37,36-45,No,Travel_Rarely,Research & Development,19,Life Sciences,2,Male,3,1,Research Scientist,2,Married,10227,Upto 15000,4,No,4,1,8,1,3,1,0
RM060,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,2,2,Manufacturing Director,3,Divorced,2689,Upto 5000,1,No,3,3,7,2,4,7,5
RM079,37,36-45,No,Travel_Rarely,Research & Development,7,Medical,1,Male,3,3,Research Director,3,Single,25258,MoreThan 15000,4,No,3,1,16,3,4,5,2
RM101,37,36-45,Yes,Travel_Rarely,Human Resources,6,Human Resources,3,Male,3,1,Human Resources,1,Divorced,23648,MoreThan 15000,4,Yes,4,4,7,3,3,3,2
RM105,37,36-45,No,Non-Travel,Research & Development,2,Life Sciences,3,Male,2,2,Healthcare Representative,4,Divorced,15850,MoreThan 15000,5,No,3,4,17,2,4,1,0
RM116,37,36-45,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,3,Sales Executive,4,Single,14506,Upto 15000,2,No,3,1,12,3,3,5,3
RM196,37,36-45,No,Travel_Rarely,Research & Development,21,Life Sciences,2,Male,4,1,Research Scientist,1,Married,22977,MoreThan 15000,1,Yes,3,1,8,3,2,8,7
RM223,37,36-45,No,Travel_Frequently,Research & Development,11,Other,2,Male,3,3,Research Director,4,Divorced,10056,Upto 15000,1,Yes,3,3,10,1,3,10,8
RM227,37,36-45,No,Travel_Frequently,Sales,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,2539,Upto 5000,4,No,3,3,13,2,3,9,8
RM249,37,36-45,No,Travel_Rarely,Research & Development,1,Medical,3,Female,2,1,Research Scientist,1,Married,18697,MoreThan 15000,2,No,3,1,17,2,2,3,1
RM251,37,36-45,Yes,Travel_Frequently,Research & Development,10,Medical,1,Male,3,3,Manufacturing Director,3,Divorced,22573,MoreThan 15000,6,No,3,2,17,5,3,1,0
RM274,37,36-45,No,Travel_Rarely,Sales,6,Medical,3,Male,3,2,Sales Executive,4,Married,22825,MoreThan 15000,4,No,3,2,7,5,4,5,4
RM276,37,36-45,No,Non-Travel,Research & Development,1,Medical,1,Female,3,3,Research Director,4,Divorced,11677,Upto 15000,2,Yes,3,1,15,2,3,5,2
RM286,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,3,1,Research Scientist,4,Single,15881,MoreThan 15000,1,No,3,2,17,3,3,17,12
RM295,37,36-45,No,Travel_Frequently,Research & Development,9,Medical,2,Male,3,1,Research Scientist,4,Married,11411,Upto 15000,1,Yes,3,3,4,3,2,4,2
RM341,37,36-45,No,Travel_Rarely,Research & Development,5,Medical,4,Male,3,2,Manufacturing Director,4,Divorced,23177,MoreThan 15000,7,No,3,3,8,2,2,6,2
RM354,37,36-45,No,Travel_Rarely,Research & Development,6,Medical,3,Male,4,2,Research Scientist,1,Divorced,17001,MoreThan 15000,4,Yes,3,1,13,2,3,7,7
RM365,37,36-45,No,Travel_Rarely,Research & Development,10,Medical,3,Female,3,1,Laboratory Technician,1,Married,17663,MoreThan 15000,6,No,4,2,17,3,3,5,4
RM387,37,36-45,No,Travel_Rarely,Research & Development,14,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,26914,MoreThan 15000,1,No,3,3,18,2,2,18,7
RM390,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,3,2,Manufacturing Director,2,Single,21123,MoreThan 15000,2,Yes,3,4,18,2,2,1,0
RM399,37,36-45,No,Non-Travel,Research & Development,25,Medical,2,Female,3,2,Research Scientist,3,Married,23866,MoreThan 15000,3,Yes,3,1,15,2,3,13,11
RM465,37,36-45,No,Travel_Rarely,Research & Development,1,Technical Degree,2,Female,3,3,Manufacturing Director,4,Single,23848,MoreThan 15000,4,No,3,4,12,3,4,6,5
RM468,37,36-45,No,Non-Travel,Sales,9,Medical,1,Male,3,3,Sales Executive,2,Divorced,24666,MoreThan 15000,1,No,3,4,9,6,3,9,5
RM473,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,3,2,Manufacturing Director,2,Married,15701,MoreThan 15000,6,No,3,2,8,2,2,6,5
RM487,37,36-45,No,Travel_Rarely,Sales,2,Marketing,4,Male,3,2,Sales Executive,3,Married,3010,Upto 5000,4,Yes,3,3,17,3,2,3,0
RM507,37,36-45,No,Travel_Rarely,Research & Development,3,Other,3,Male,3,3,Manufacturing Director,3,Married,9606,Upto 10000,1,No,3,3,10,2,3,10,7
RM523,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,4,1,Research Scientist,4,Single,15232,MoreThan 15000,3,No,3,1,4,2,3,1,0
RM578,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Female,3,1,Research Scientist,1,Divorced,19905,MoreThan 15000,0,Yes,3,2,6,3,2,5,3
RM629,37,36-45,No,Travel_Rarely,Sales,16,Marketing,4,Male,2,2,Sales Executive,3,Divorced,24558,MoreThan 15000,4,No,3,4,9,2,3,1,0
RM649,37,36-45,No,Travel_Frequently,Sales,21,Medical,3,Female,3,1,Sales Representative,4,Married,21222,MoreThan 15000,5,No,3,2,10,3,3,5,4
RM653,37,36-45,No,Non-Travel,Sales,19,Medical,1,Male,3,3,Sales Executive,2,Single,4814,Upto 5000,1,Yes,3,4,10,2,3,10,0
RM696,37,36-45,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,2,3,Sales Executive,3,Married,14922,Upto 15000,5,No,3,3,17,2,1,14,1
RM745,37,36-45,Yes,Travel_Rarely,Research & Development,11,Medical,1,Female,1,2,Healthcare Representative,2,Married,14382,Upto 15000,5,No,3,1,15,2,1,1,0
RM768,37,36-45,No,Travel_Rarely,Research & Development,3,Other,4,Female,3,2,Healthcare Representative,2,Single,13848,Upto 15000,3,No,3,1,8,3,2,4,3
RM796,37,36-45,No,Travel_Rarely,Sales,10,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,24223,MoreThan 15000,2,Yes,3,3,8,5,3,1,0
RM833,37,36-45,No,Travel_Rarely,Research & Development,25,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,17171,MoreThan 15000,7,No,3,3,9,2,3,6,2
RM856,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,9961,Upto 10000,1,No,3,2,14,2,2,14,8
RM990,37,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,1,Research Scientist,3,Married,5182,Upto 10000,7,Yes,3,4,8,2,3,6,4
RM1002,37,36-45,No,Travel_Rarely,Research & Development,11,Medical,1,Female,3,1,Laboratory Technician,3,Single,19106,MoreThan 15000,4,No,3,1,8,6,3,3,2
RM1023,37,36-45,No,Non-Travel,Research & Development,5,Technical Degree,3,Male,4,1,Laboratory Technician,3,Single,25470,MoreThan 15000,0,No,3,1,7,2,1,6,5
RM1090,37,36-45,No,Travel_Rarely,Research & Development,13,Medical,1,Male,3,2,Research Scientist,4,Married,3031,Upto 5000,1,No,3,1,10,2,3,10,8
RM1159,37,36-45,No,Travel_Rarely,Research & Development,19,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,26493,MoreThan 15000,3,No,3,1,9,2,2,4,3
RM1164,37,36-45,No,Travel_Rarely,Research & Development,10,Medical,2,Female,3,1,Research Scientist,2,Married,9953,Upto 10000,1,No,3,1,8,2,1,8,4
RM1212,37,36-45,No,Travel_Frequently,Sales,1,Medical,3,Male,1,2,Sales Executive,4,Divorced,7677,Upto 10000,1,No,3,3,6,2,2,6,3
RM1277,37,36-45,No,Travel_Rarely,Sales,9,Marketing,2,Male,2,2,Sales Executive,2,Married,8800,Upto 10000,1,No,3,1,5,2,3,5,2
RM1281,37,36-45,No,Travel_Rarely,Human Resources,8,Other,3,Male,3,2,Human Resources,2,Divorced,12832,Upto 15000,2,No,3,3,19,4,2,10,0
RM1292,37,36-45,Yes,Travel_Rarely,Research & Development,10,Medical,4,Male,3,2,Manufacturing Director,1,Single,4992,Upto 5000,1,No,3,2,10,4,1,10,3
RM1345,37,36-45,No,Travel_Rarely,Research & Development,7,Medical,4,Male,3,2,Research Scientist,1,Married,13588,Upto 15000,5,Yes,4,3,16,2,3,5,3
RM1433,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,3,Female,4,3,Research Director,4,Married,15471,MoreThan 15000,1,Yes,4,1,16,2,3,16,11
RM009,38,36-45,No,Travel_Frequently,Research & Development,23,Life Sciences,4,Male,2,3,Manufacturing Director,3,Single,8787,Upto 10000,0,No,4,2,10,2,3,9,7
RM020,38,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,1,Research Scientist,4,Single,4306,Upto 5000,5,Yes,3,3,6,3,3,3,2
RM062,38,36-45,No,Travel_Frequently,Research & Development,29,Life Sciences,4,Female,3,2,Laboratory Technician,4,Single,5456,Upto 10000,1,No,3,4,10,2,3,10,3
RM084,38,36-45,No,Non-Travel,Research & Development,6,Medical,2,Female,1,2,Research Scientist,4,Divorced,15717,MoreThan 15000,7,Yes,3,4,17,3,3,13,11
RM143,38,36-45,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,3,2,Research Scientist,3,Single,2302,Upto 5000,3,Yes,4,2,19,2,3,3,2
RM169,38,36-45,No,Travel_Rarely,Sales,1,Life Sciences,1,Female,2,2,Sales Executive,4,Single,12930,Upto 15000,4,No,4,3,12,2,4,8,3
RM180,38,36-45,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,6319,Upto 10000,1,No,3,3,2,3,3,2,2
RM199,38,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,7259,Upto 10000,9,No,3,2,14,3,3,1,0
RM200,38,36-45,No,Travel_Rarely,Research & Development,29,Technical Degree,4,Male,3,2,Manufacturing Director,4,Married,4185,Upto 5000,3,No,3,1,9,3,1,7,7
RM205,38,36-45,Yes,Travel_Rarely,Research & Development,29,Medical,2,Male,3,2,Healthcare Representative,1,Married,11354,Upto 15000,7,Yes,3,2,17,2,3,1,0
RM224,38,36-45,No,Travel_Rarely,Sales,3,Life Sciences,1,Male,3,3,Sales Executive,3,Divorced,9647,Upto 10000,0,No,3,3,17,6,2,16,10
RM262,38,36-45,No,Non-Travel,Sales,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,19682,MoreThan 15000,3,No,3,4,13,0,3,8,7
RM278,38,36-45,No,Travel_Rarely,Sales,7,Medical,1,Female,4,2,Sales Executive,1,Divorced,19191,MoreThan 15000,1,Yes,4,3,8,3,3,8,0
RM288,38,36-45,No,Travel_Rarely,Research & Development,23,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,18899,MoreThan 15000,9,No,3,2,10,2,3,2,2
RM308,38,36-45,No,Travel_Rarely,Research & Development,25,Life Sciences,1,Female,2,3,Research Director,2,Married,26707,MoreThan 15000,3,No,3,3,19,2,3,10,8
RM342,38,36-45,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,2,3,Research Director,4,Divorced,15682,MoreThan 15000,0,Yes,3,2,12,3,3,11,10
RM417,38,36-45,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,12106,Upto 15000,1,Yes,4,3,1,3,3,1,0
RM472,38,36-45,No,Travel_Rarely,Research & Development,10,Medical,3,Female,3,2,Healthcare Representative,3,Married,22174,MoreThan 15000,3,No,3,3,18,4,3,1,0
RM491,38,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,1,Research Scientist,1,Single,14561,Upto 15000,3,No,3,4,8,3,2,0,0
RM519,38,36-45,No,Travel_Rarely,Sales,7,Marketing,4,Female,2,2,Sales Executive,4,Single,7791,Upto 10000,0,No,4,1,8,2,3,7,7
RM530,38,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,4,2,Healthcare Representative,4,Single,19383,MoreThan 15000,0,No,3,3,10,4,2,9,7
RM543,38,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,15397,MoreThan 15000,4,Yes,3,4,10,4,4,1,0
RM560,38,36-45,No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,1,Research Scientist,3,Married,20471,MoreThan 15000,6,Yes,3,2,6,0,1,1,0
RM579,38,36-45,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,4,2,Manufacturing Director,1,Single,26085,MoreThan 15000,6,Yes,3,4,17,2,3,15,7
RM606,38,36-45,No,Travel_Frequently,Research & Development,12,Life Sciences,1,Male,2,2,Healthcare Representative,1,Divorced,4284,Upto 5000,2,No,3,3,13,3,2,4,3
RM643,38,36-45,No,Travel_Rarely,Sales,9,Marketing,2,Male,2,1,Sales Representative,2,Married,12102,Upto 15000,0,No,3,4,3,3,3,2,2
RM682,38,36-45,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,3,3,Research Director,1,Married,16292,MoreThan 15000,1,No,3,2,15,3,3,15,12
RM704,38,36-45,No,Non-Travel,Sales,10,Technical Degree,3,Female,3,2,Sales Executive,4,Single,19899,MoreThan 15000,1,Yes,3,2,6,1,3,5,3
RM723,38,36-45,No,Travel_Frequently,Research & Development,10,Medical,3,Male,3,1,Research Scientist,3,Married,12127,Upto 15000,0,No,3,2,3,0,2,2,1
RM748,38,36-45,No,Travel_Rarely,Sales,3,Life Sciences,2,Male,3,2,Sales Executive,4,Single,4981,Upto 5000,8,Yes,3,3,19,1,3,1,0
RM766,38,36-45,No,Travel_Frequently,Research & Development,3,Other,3,Male,3,1,Research Scientist,3,Married,2997,Upto 5000,3,No,3,1,8,2,3,2,2
RM785,38,36-45,No,Travel_Rarely,Research & Development,17,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,24608,MoreThan 15000,0,No,3,1,20,4,2,19,9
RM808,38,36-45,No,Travel_Rarely,Sales,10,Marketing,3,Male,2,3,Sales Executive,3,Divorced,5569,Upto 10000,0,Yes,3,2,9,2,3,8,7
RM812,38,36-45,No,Travel_Rarely,Sales,2,Marketing,4,Male,3,3,Sales Executive,2,Single,20619,MoreThan 15000,7,No,3,3,10,2,3,1,0
RM827,38,36-45,No,Travel_Rarely,Human Resources,1,Human Resources,3,Male,4,1,Human Resources,3,Married,6004,Upto 10000,1,No,3,4,7,2,4,7,6
